"Paper_No","Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","subject","paper_no","regex_start","regex_end"
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4i1wZ9GJU5k%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4i1wZ9GJU5k%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=jYsEaWV-o_A%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=jYsEaWV-o_A%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=c1WJuiUCiIw%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=c1WJuiUCiIw%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=qz2tcfB8etY%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=qz2tcfB8etY%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Am_QYbYi95A%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Am_QYbYi95A%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XQ8iUOzPlnY%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XQ8iUOzPlnY%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=5oCWl0CB-Jc%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=5oCWl0CB-Jc%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=KfBhd9X6v90%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=KfBhd9X6v90%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=7RUdcvxm-g4%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=7RUdcvxm-g4%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vHqY9_3v9Vw%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vHqY9_3v9Vw%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yyzouDhYsz8%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1526,2014,"November","2014 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yyzouDhYsz8%3d&tabid=568&portalid=0&mid=1526","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=qgijYZKFG6w%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=qgijYZKFG6w%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=AMs_O_W0qmI%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=AMs_O_W0qmI%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=RiNfcdJda8c%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=RiNfcdJda8c%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=0Q-x-oRmgGE%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2291,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=0Q-x-oRmgGE%3d&tabid=647&portalid=0&mid=2291","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iBSty6SM5K4%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iBSty6SM5K4%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XTtMdGGYQqY%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1661,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XTtMdGGYQqY%3d&tabid=584&portalid=0&mid=1661","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=x3_Km8jo0ys%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=x3_Km8jo0ys%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=c1WJuiUCiIw%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","Afrikaans",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",1880,2013,"November","2013 November NSC Examination Papers ","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=c1WJuiUCiIw%3d&tabid=607&portalid=0&mid=1880","Computer Aplication Technology","Afrikaans",NA,"computer aplication technology","Paper 2","1.1 ",2
"computer applicaitons technology paper 2",2652,2008,"November","2008 November NSC Examination Papers  ","Computer Applications Technology Paper 2 Afrikaans","https://www.education.gov.za/LinkClick.aspx?fileticket=eE3jrJeuK5k%3d&tabid=694&portalid=0&mid=2652","Computer Applicaitons Technology","Afrikaans",NA,"computer applicaitons technology","Paper 2","1.1 ",2
"computer applicaitons technology paper 2",2652,2008,"November","2008 November NSC Examination Papers  ","Computer Applications Technology Paper 2 English","https://www.education.gov.za/LinkClick.aspx?fileticket=r21kJFLJlt0%3d&tabid=694&portalid=0&mid=2652","Computer Applicaitons Technology","English",NA,"computer applicaitons technology","Paper 2","1.1 ",2
"computer applications technology paper 2",2045,2012,"November","2012 November NSC Examination Papers","Computer Applications Technology Afrikaans Paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=O2Kf9XbmEKU%3d&tabid=626&portalid=0&mid=2045","Computer Applications Technology","Afrikaans",NA,"Computer Applications Technology","Paper 2","1.1 ",2
"computer applications technology paper 2",2045,2012,"November","2012 November NSC Examination Papers","Computer Applications Technology English Paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=7-6h51geSvg%3d&tabid=626&portalid=0&mid=2045","Computer Applications Technology","English",NA,"Computer Applications Technology","Paper 2","1.1 ",2
"computer applications technology paper 2",2045,2012,"November","2012 November NSC Examination Papers","Computer Applications Technology Afrikaans Paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=eAb6EWxVmNg%3d&tabid=626&portalid=0&mid=2045","Computer Applications Technology","Afrikaans",NA,"Computer Applications Technology","Paper 2","1.1 ",2
"computer applications technology paper 2",2045,2012,"November","2012 November NSC Examination Papers","Computer Applications Technology English Paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=mP9J0c5hQV8%3d&tabid=626&portalid=0&mid=2045","Computer Applications Technology","English",NA,"Computer Applications Technology","Paper 2","1.1 ",2
"consumer studies paper 1",8250,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=O7UHp6MV-RI%3d&tabid=2182&portalid=0&mid=8250","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2835,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=NrtxFf6cHNI%3d&tabid=726&portalid=0&mid=2835","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",9008,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=cMdpfxUK2X0%3d&tabid=2556&portalid=0&mid=9008","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2348,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=n7WHn0grvXI%3d&tabid=649&portalid=0&mid=2348","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1927,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rs3sCHzQRMQ%3d&tabid=610&portalid=0&mid=1927","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2835,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=WvhZdMh8oS8%3d&tabid=726&portalid=0&mid=2835","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2921,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ui75fcUqb6U%3d&tabid=730&portalid=0&mid=2921","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",9619,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=DkpmmCd-hA4%3d&tabid=2702&portalid=0&mid=9619","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2921,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7jgZJQABCpQ%3d&tabid=730&portalid=0&mid=2921","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2348,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=-c5SWoRnRMI%3d&tabid=649&portalid=0&mid=2348","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2921,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=uSRTbaBc1Wk%3d&tabid=730&portalid=0&mid=2921","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=PjhuZIQROzU%3d&tabid=1920&portalid=0&mid=7583","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1660,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=BBA96IrfYXg%3d&tabid=584&portalid=0&mid=1660","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",8783,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=bt-C4HgNPRo%3d&tabid=2468&portalid=0&mid=8783","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2654,2008,"November","2008 November NSC Examination Papers  ","Consumer Studies Paper 1 Afrikaans","https://www.education.gov.za/LinkClick.aspx?fileticket=WseA7UiYEIk%3d&tabid=694&portalid=0&mid=2654","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2348,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=b6U-zAw1bCQ%3d&tabid=649&portalid=0&mid=2348","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2527,2009,"November","2009 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0VGz_CwM7ME%3d&tabid=677&portalid=0&mid=2527","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
