"Module_No.x","Exam_Year.x","Exam_Sitting.x","Title.x","Module_name.x.x","QP_URL","Module_name.y.x","Doc_Type.x","language.x","paper.x","annex.x","region.x","HL_SAL_FAL.x","control.x","DFkey2.x","DFkey","Module_No.y","Memo_URL","Module_name.y.y","DFkey2","subject","paper_no","regex_start","regex_end"
9896,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xtzsuVquCO8%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2021 May paper 1 afrikaans NA All",9896,"https://www.education.gov.za/LinkClick.aspx?fileticket=sQ-4rNgmHJY%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
9896,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=uMfnbLLNOh8%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2021 May paper 1 english NA All",9896,"https://www.education.gov.za/LinkClick.aspx?fileticket=ikTzgQ0QGUg%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
9896,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9PiVM1FhTrg%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2021 May paper 2 afrikaans NA All",9896,"https://www.education.gov.za/LinkClick.aspx?fileticket=WFGPHWzEyuU%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
9896,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=nmicpxrM_8U%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2021 May paper 2 english NA All",9896,"https://www.education.gov.za/LinkClick.aspx?fileticket=7s04oCrPbow%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2524,2009,"November","2009 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=avLgkyLx_TE%3d&tabid=677&portalid=0&mid=2524","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2009 November paper 1 afrikaans NA All",2524,"https://www.education.gov.za/LinkClick.aspx?fileticket=lI9r8oKNUlo%3d&tabid=677&portalid=0&mid=2524","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2524,2009,"November","2009 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=WYi63zmGQ0M%3d&tabid=677&portalid=0&mid=2524","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2009 November paper 1 english NA All",2524,"https://www.education.gov.za/LinkClick.aspx?fileticket=-dfn-Lrl0-0%3d&tabid=677&portalid=0&mid=2524","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2839,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AxvgPsWG0Bw%3d&tabid=726&portalid=0&mid=2839","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2011 February paper 1 afrikaans NA All",2839,"https://www.education.gov.za/LinkClick.aspx?fileticket=pNKocCuFkWg%3d&tabid=726&portalid=0&mid=2839","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2839,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=oFe7LhXqhq0%3d&tabid=726&portalid=0&mid=2839","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2011 February paper 1 english NA All",2839,"https://www.education.gov.za/LinkClick.aspx?fileticket=33lq0TyEVeE%3d&tabid=726&portalid=0&mid=2839","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2294,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=pPhsSfzrAYw%3d&tabid=647&portalid=0&mid=2294","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2011 November paper 1 afrikaans NA All",2294,"https://www.education.gov.za/LinkClick.aspx?fileticket=7chuxmbwBLw%3d&tabid=647&portalid=0&mid=2294","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2294,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=wG0YnVaei30%3d&tabid=647&portalid=0&mid=2294","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2011 November paper 1 english NA All",2294,"https://www.education.gov.za/LinkClick.aspx?fileticket=medZvTUe8cI%3d&tabid=647&portalid=0&mid=2294","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2352,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=72Co2rCmNbg%3d&tabid=649&portalid=0&mid=2352","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2012 February paper 1 afrikaans NA All",2352,"https://www.education.gov.za/LinkClick.aspx?fileticket=7qaxjmGHdvc%3d&tabid=649&portalid=0&mid=2352","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2352,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=N2JAbH83NLY%3d&tabid=649&portalid=0&mid=2352","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2012 February paper 1 english NA All",2352,"https://www.education.gov.za/LinkClick.aspx?fileticket=IWQTMzoG07I%3d&tabid=649&portalid=0&mid=2352","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1931,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xvCo2NVcxzA%3d&tabid=610&portalid=0&mid=1931","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2013 February paper 1 afrikaans NA All",1931,"https://www.education.gov.za/LinkClick.aspx?fileticket=26N9ld7jaqY%3d&tabid=610&portalid=0&mid=1931","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1931,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=s9CGBqvsku8%3d&tabid=610&portalid=0&mid=1931","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2013 February paper 1 english NA All",1931,"https://www.education.gov.za/LinkClick.aspx?fileticket=DCefx6EQDfw%3d&tabid=610&portalid=0&mid=1931","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1883,2013,"November","2013 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=086khcYYGEE%3d&tabid=607&portalid=0&mid=1883","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2013 November paper 1 afrikaans NA All",1883,"https://www.education.gov.za/LinkClick.aspx?fileticket=eMkWnHm4KAA%3d&tabid=607&portalid=0&mid=1883","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1883,2013,"November","2013 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=2BaqfrbL8AY%3d&tabid=607&portalid=0&mid=1883","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2013 November paper 1 english NA All",1883,"https://www.education.gov.za/LinkClick.aspx?fileticket=947KbvQX2Jk%3d&tabid=607&portalid=0&mid=1883","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1664,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LADLAS3Eei8%3d&tabid=584&portalid=0&mid=1664","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2014 February paper 1 afrikaans NA All",1664,"https://www.education.gov.za/LinkClick.aspx?fileticket=r2WDW3webdc%3d&tabid=584&portalid=0&mid=1664","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1664,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=wET44m-cKdE%3d&tabid=584&portalid=0&mid=1664","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2014 February paper 1 english NA All",1664,"https://www.education.gov.za/LinkClick.aspx?fileticket=LVvaklnvFUA%3d&tabid=584&portalid=0&mid=1664","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1794,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4RXJAPiowoA%3d&tabid=599&portalid=0&mid=1794","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2014 NA paper 1 afrikaans NA All",1794,"https://www.education.gov.za/LinkClick.aspx?fileticket=8Ncyik5K60E%3d&tabid=599&portalid=0&mid=1794","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1794,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=HmQQJJNbjzA%3d&tabid=599&portalid=0&mid=1794","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2014 NA paper 1 english NA All",1794,"https://www.education.gov.za/LinkClick.aspx?fileticket=SLnH3DqnvZ8%3d&tabid=599&portalid=0&mid=1794","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1521,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=mo_Geu1Ggm4%3d&tabid=568&portalid=0&mid=1521","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2014 November paper 1 afrikaans NA All",1521,"https://www.education.gov.za/LinkClick.aspx?fileticket=8Ncyik5K60E%3d&tabid=568&portalid=0&mid=1521","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
1521,2014,"November","2014 November NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=VDn4odz9E3M%3d&tabid=568&portalid=0&mid=1521","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2014 November paper 1 english NA All",1521,"https://www.education.gov.za/LinkClick.aspx?fileticket=SLnH3DqnvZ8%3d&tabid=568&portalid=0&mid=1521","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2925,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2byjya2wwDE%3d&tabid=730&portalid=0&mid=2925","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2015 February paper 1 afrikaans NA All",2925,"https://www.education.gov.za/LinkClick.aspx?fileticket=AnnDSv_1BIs%3d&tabid=730&portalid=0&mid=2925","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
2925,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=-02fZBq_iIM%3d&tabid=730&portalid=0&mid=2925","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2015 February paper 1 english NA All",2925,"https://www.education.gov.za/LinkClick.aspx?fileticket=o7d5CW-aD14%3d&tabid=730&portalid=0&mid=2925","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
4272,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=o6NTgd9vYHE%3d&tabid=979&portalid=0&mid=4272","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2015 November paper 1 afrikaans NA All",4272,"https://www.education.gov.za/LinkClick.aspx?fileticket=LF631ygjPDM%3d&tabid=979&portalid=0&mid=4272","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
4272,2015,"November","2015 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=K7w6woRNWdY%3d&tabid=979&portalid=0&mid=4272","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2015 November paper 1 english NA All",4272,"https://www.education.gov.za/LinkClick.aspx?fileticket=YcW6vZFzLvk%3d&tabid=979&portalid=0&mid=4272","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
4428,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=X9xvIyzylXY%3d&tabid=1000&portalid=0&mid=4428","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2016 February paper 1 afrikaans NA All",4428,"https://www.education.gov.za/LinkClick.aspx?fileticket=LMhERbvJTEQ%3d&tabid=1000&portalid=0&mid=4428","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
4428,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vLo51dGGS4c%3d&tabid=1000&portalid=0&mid=4428","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2016 February paper 1 english NA All",4428,"https://www.education.gov.za/LinkClick.aspx?fileticket=yV6FIsQRt3s%3d&tabid=1000&portalid=0&mid=4428","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
6163,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3fn4PHyZHU4%3d&tabid=1508&portalid=0&mid=6163","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2016 November paper 1 afrikaans NA All",6163,"https://www.education.gov.za/LinkClick.aspx?fileticket=kOgo9LDr7U0%3d&tabid=1508&portalid=0&mid=6163","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
6163,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=b5XjZ3HJYfY%3d&tabid=1508&portalid=0&mid=6163","agricultural technology","application/pdf","english","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2016 November paper 1 english NA All",6163,"https://www.education.gov.za/LinkClick.aspx?fileticket=yHhtRnFj1Qs%3d&tabid=1508&portalid=0&mid=6163","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
6373,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kzCcJK4f8vw%3d&tabid=1608&portalid=0&mid=6373","agricultural technology","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural technology paper 1","agricultural technology 2017 February paper 1 afrikaans NA All",6373,"https://www.education.gov.za/LinkClick.aspx?fileticket=Rr3uWtXZbg4%3d&tabid=1608&portalid=0&mid=6373","agricultural technology","agricultural technology paper 1","agricultural technology","PAPER 1","1.1.1 ",1.2
